Name;PLZ;Ort ;Straße;geschlossen/nicht vorhanden;Homepage;Typ;Bundesland;ADMA;Hogast;Privatkunde;potentieller Kunde;Bädertechnik;Service;Chemie;Telefon;Ansprechpartner;Berechnung;lat;lon
WEG Hohe Warte 48, 1190 WienBrichard Immobilien GmbH;1190;Wien;Peter-Jordan-Straße 8;;;Sonstiges (Schulen, öffentl. Einrichtungen, …);Wien;Ernst Schügerl;;;;;ja;ja;;;1;48.2372456;16.3480008
Wertheimsteinpark (WHA);1190;Wien;Heiligenstädter Straße 69;nicht auffindbar;;Freibad;Wien;Ernst Schügerl;;;;;ja;ja;;Hr. Maxin 0664/8117382;1;48.2414941;16.3607745
Wiener Komfortwohnungen GmbH;1190;Wien;Muthgasse 36;;;Sonstiges (Schulen, öffentl. Einrichtungen, …);Wien;Ernst Schügerl;;;;;ja;ja;;;1;48.2490454;16.369579602036467
Wohnpark Fortuna;1190;Wien;Weinberggasse 67-71;;;Sonstiges (Schulen, öffentl. Einrichtungen, …);Wien;Ernst Schügerl;;;;;ja;ja;;;1;48.2435539;16.3318905
Hallenbad Brigittenau MA44;1200;Wien;Klosterneuburger Straße 93-97;;http://www.wien.gv.at/freizeit/baeder/uebersicht/hallenbaeder/brigittenau.html;Hallenbad;Wien;Ernst Schügerl;;;;;ja;ja;;Hr. Ing. Alteneichinger 0676/ 811844502;1;48.2356321;16.3649602
Holmes Place Millenium;1200;Wien;Wehlistr. 66;;;Sonstiges (Schulen, öffentl. Einrichtungen, …);Wien;Ernst Schügerl;;;;;ja;ja;;Rade Savic 0676/844644360;1;48.2403452;16.3859373
WEG Erzherzog Karl Straße 25p.A. teamneunzehn.at Hausverwaltung GmbH;1200;Wien;Handelskai 94-96;;;Sonstiges (Schulen, öffentl. Einrichtungen, …);Wien;Ernst Schügerl;;;;;ja;ja;;;1;48.2405665;16.385222504408326
WEG Erzherzog Karl Straße 27p.A. teamneunzehn.at Hausverwaltung GmbH;1200;Wien;Handelskai 94-96;;;Sonstiges (Schulen, öffentl. Einrichtungen, …);Wien;Ernst Schügerl;;;;;ja;ja;;;1;48.2405665;16.385222504408326
Wohnungsanlage Hartlgasse;1200;Wien;Hartlgasse 28-30;;;Sonstiges (Schulen, öffentl. Einrichtungen, …);Wien;Ernst Schügerl;;;;;ja;ja;;Hr. Dogan 0699/ 12120078;1;48.233567;16.3728101
Carabelligasse 3+4;1210;Wien;Carabelligasse 5 Bauplatz 3+4;;;Sonstiges (Schulen, öffentl. Einrichtungen, …);Wien;Ernst Schügerl;;;;;ja;ja;;Hr. Tröstl 0680/2381961;1;48.280889450000004;16.413441301945916
Club Danube;1210;Wien;Arbeiterstrandbadstrasse 85 a;geschlossen;;Sonstiges (Schulen, öffentl. Einrichtungen, …);Wien;Ernst Schügerl;;;;;ja;ja;;;1;48.2449235;16.4100583
Familienbad Stammersdorf MA44 ;1210;Wien;Stammersdorf, Luckenschwemmgasse Ecke Josef-Flandorfer-Straße;;http://www.wien.gv.at/freizeit/baeder/uebersicht/familienbaeder.html;Freibad;Wien;Ernst Schügerl;;;;;ja;ja;;Hr. Stangl Hannes 0676/ 811844281;1;48.299459;16.412234
Familienbad Strebersdorf MA44;1210;Wien;Roda-Roda-Gasse 11 Strebersdorf;;http://www.wien.gv.at/freizeit/baeder/uebersicht/familienbaeder.html;Freibad;Wien;Ernst Schügerl;;;;;ja;ja;;Hr. Stangl Hannes 0676/ 811844281;1;48.291038847790524;16.384289041708247
Hallenbad Floridsdorf MA10 ;1210;Wien;Franklinstraße 22;;http://www.wien.gv.at/freizeit/baeder/uebersicht/hallenbaeder/floridsdorf.html;Hallenbad;Wien;Ernst Schügerl;;;;;ja;ja;;;1;48.254405649999995;16.402394988646737
Heinz Nittel Hof - Bad 1 - Bad 8 (Garage);1210;Wien;Ruthnergasse 91;;;Sonstiges (Schulen, öffentl. Einrichtungen, …);Wien;Gerald Jagschitz;;;;;ja;ja;;;1;48.2780366;16.422778292638718
Kombibad Großfeldsiedlung;1210;Wien;Oswald-Redlich-Straße 44;;http://www.wien.gv.at/freizeit/baeder/uebersicht/kombibaeder/grossfeldsiedlung.html;Frei- & Hallenbad;Wien;Ernst Schügerl;;;;;ja;ja;;;1;48.2738804;16.4488026
MA44 Floridsdorf;1210;Wien;Franklinstrasse 28;nicht auffindbar;;Hallenbad;Wien;Ernst Schügerl;;;;;ja;ja;;Hr. DI Jellinek Bernhard 0676/81144572;1;48.2529475;16.405839647749296
MA44 Großfeldsiedlung ;1210;Wien;Oswald-Redlich- Straße 44;;;Frei- & Hallenbad;Wien;Ernst Schügerl;;;;;ja;ja;;Hr. Ing. Alteneichinger 0676/ 811844502;1;48.2738804;16.4488026
MA54 Zentraler Einkauf ;1210;Wien;Oswald-Redlich- Straße 9;;;Sonstiges (Schulen, öffentl. Einrichtungen, …);Wien;Ernst Schügerl;;;;;ja;ja;;;1;48.27338535;16.44004682702507
Strandbad Angelibad;1210;Wien;Birnersteig, An der oberen Alten Donau 1;;http://www.wien.gv.at/freizeit/baeder/uebersicht/sommerbaeder/angelibad.html;Naturbadeanlage Plus;Wien;Ernst Schügerl;;;;;ja;ja;;Hr. Ing Gumbinger 0676/811844381;1;48.24246997409553;16.42486944050315
Wohnungsanlage Ödenburger Strasse WHA;1210;Wien;Ödenburger Strasse 19-21;;;Sonstiges (Schulen, öffentl. Einrichtungen, …);Wien;Ernst Schügerl;;;;;ja;ja;;;1;48.28538146829031;16.40416408736977
Aspern D4;1220;Wien;Seestadtstrasse;;;sonstiges (Schulen, öffentl. Einrichtungen, …);Wien;Ernst Schügerl;;;;;ja;ja;;;1;48.21897953435244;16.511555766974897
Bundesbad Alte Donau;1220;Wien;Arbeiterstrandbadstraße 93;;http://www.burghauptmannschaft.at/php/detail.php?ukatnr=12188&parent=12170;Naturbadeanlage;Wien;Ernst Schügerl;;;;;ja;ja;;;1;48.24184495;16.42137053096506
Cleanglobal;1220;Wien;Ilse-Arlt-Strasse 44/4/23;;;sonstiges (Schulen, öffentl. Einrichtungen, …);Wien;Ernst Schügerl;;;;;ja;ja;;;1;48.2272328;16.5031753
Holmes Place Wagramer Straße;1220;Wien;Wagramer Straße 17-18;dauerhaft geschlossen;;Sonstiges (Schulen, öffentl. Einrichtungen, …);Wien;Ernst Schügerl;;;;;ja;ja;;Hr Momo 0676 / 844644450;1;48.27919102346565;16.504856480445824
Janis Joplin J2;1220;Wien;Janis-Joplin-Promenade 6/J2;;;Sonstiges (Schulen, öffentl. Einrichtungen, …);Wien;Ernst Schügerl;;;;;ja;ja;;;1;48.22619193886531;16.50623702427458
John Harris Fitness DC Tower;1220;Wien;Donau-City Strasse 7/2. Stock;;;Sonstiges (Schulen, öffentl. Einrichtungen, …);Wien;Ernst Schügerl;;;;;ja;ja;;Herr Simon Jr.;1;48.231892099999996;16.412701488683325
Kombibad Donaustadt MA44;1220;Wien;Portnergasse 38;;http://www.wien.gv.at/freizeit/baeder/uebersicht/kombibaeder/donaustadt.html;Frei- & Hallenbad;Wien;Ernst Schügerl;;;;;ja;ja;;Hr. Ing. Alteneichinger Robert 0676/ 811844652;1;48.2427739;16.4429922
Lössweg WHA;1220;Wien;Sebaldgasse 8;;;Sonstiges (Schulen, öffentl. Einrichtungen, …);Wien;Ernst Schügerl;;;;;ja;ja;;;1;48.260577;16.447204854125772
Mittelfeldweg;1220;Wien;Mittelfeldweg 26/7;;;Sonstiges (Schulen, öffentl. Einrichtungen, …);Wien;Ernst Schügerl;;;;;ja;ja;;Hr. Ing Hohenrieder 0676/83124746;1;48.24694932778041;16.48777527975443
Strandbad Alte Donau MA44;1220;Wien;Arbeiterstrandbadstraße 91;;http://www.wien.gv.at/freizeit/baeder/uebersicht/sommerbaeder/altedonau.html;Naturbadeanlage Plus;Wien;Ernst Schügerl;;;;;ja;ja;;Hr. Ing. Gumpinger Josef 0676 811844202;1;48.2421789;16.4168383
Strandbad Gänsehäufel MA44;1220;Wien;Moissigasse 21;;http://www.wien.gv.at/freizeit/baeder/uebersicht/sommerbaeder/gaensehaeufel.html;Naturbadeanlage Plus;Wien;Ernst Schügerl;;;;;ja;ja;;Hr. Stangl Hannes 0676/811844281;1;48.2315205;16.43144928156345
Theresienbad;1220;Wien;Hufelandgasse 3;;http://www.wien.gv.at/freizeit/baeder/uebersicht/kombibaeder/theresienbad.html;Frei- & Hallenbad;Wien;Ernst Schügerl;;;;;ja;ja;;;1;48.1817713;16.32812908885447
WEG Attemsgasse 7 vertreten durch dieHübl & Partner Immobilien GmbH;1220;Wien;Attemsgasse 7;;;Sonstiges (Schulen, öffentl. Einrichtungen, …);Wien;Ernst Schügerl;;;;;ja;ja;;;1;48.2475496;16.434046187356422
WEG Ogugasse 5Hübl&Partner Immobilientreuhand GmbH;1220;Wien;Attemsgasse 7;;;Sonstiges (Schulen, öffentl. Einrichtungen, …);Wien;Ernst Schügerl;;;;;ja;ja;;;1;48.2475496;16.434046187356422
Wohnblock Star 22 WHA;1220;Wien;Stadtlauer Straße 58-60;;;Sonstiges (Schulen, öffentl. Einrichtungen, …);Wien;Ernst Schügerl;;;;;ja;ja;;;1;48.231328;16.364448
Altmannsdorfer Straße WHA;1230;Wien;Altmannsdorfer Straße 104/Stiege 3;;;Sonstiges (Schulen, öffentl. Einrichtungen, …);Wien;Ernst Schügerl;;;;;ja;ja;;;1;48.1612265;16.3172553
Endressstraße ;1230;Wien;Endressstraße 58;;;Sonstiges (Schulen, öffentl. Einrichtungen, …);Wien;Ernst Schügerl;;;;;ja;ja;;Hr. Ing. Hofbauer Gernot 0676/811844632;1;48.148627;16.278748
ESW Gebäudetechnik Lastenstrasse WHA;1230;Wien;Lastenstrasse 23;;;Sonstiges (Schulen, öffentl. Einrichtungen, …);Wien;Ernst Schügerl;;;;;ja;ja;;;1;48.1415988;16.287426087895874
Freibad Höpflerbad MA44;1230;Wien;Endresstraße 24-26;;http://www.wien.gv.at/freizeit/baeder/uebersicht/sommerbaeder/hoepflerbad.html;Sonstiges (Schulen, öffentl. Einrichtungen, …);Wien;Ernst Schügerl;;;;;ja;ja;;;1;48.1482269;16.28606697072619
Gemeinnützige Bau- undWohnungsgenossenschaft Wien -Süd eGenmbH;1230;Wien;Untere Aquäduktgasse 7;;;Sonstiges (Schulen, öffentl. Einrichtungen, …);Wien;Ernst Schügerl;;;;;ja;ja;;;1;48.1360883;16.2730227
KIWI-Kindergarten Breitenfurter Strasse WHA;1230;Wien;Breitenfurter Strasse 239/241;;;Sonstiges (Schulen, öffentl. Einrichtungen, …);Wien;Ernst Schügerl;;;;;ja;ja;;;1;48.14562869368505;16.29476995820327
Liesinger Bad MA44;1230;Wien;Perchtoldsdorfer Straße 14-16;;http://www.wien.gv.at/freizeit/baeder/uebersicht/sommerbaeder/liesingerbad.html;Freibad;Wien;Ernst Schügerl;;;;;ja;ja;;Hr. Ing. Hofbauer Gernot 0676/811844632;1;48.1326648;16.2808357
MA 42 Kanitzgasse Sonderpädagogische Schule ;1230;Wien;Kanitzgasse 8;;;Sonstiges (Schulen, öffentl. Einrichtungen, …);Wien;Ernst Schügerl;;;;;ja;ja;;;1;48.1512324;16.271052555887096
MEG Atzgersdorfer Straße 259, 1230 Wienp.A. Wien Süd e GenmbH;1230;Wien;Atzgersdorfer Straße 259;;;Sonstiges (Schulen, öffentl. Einrichtungen, …);Wien;Ernst Schügerl;;;;;ja;ja;;;1;48.151682699999995;16.29521471947467
Neuro. Therapiez. Gmundnerberg GmbHc/o VAMED Gesamtbetriebsführung AT;1230;Wien;Am Europaplatz 5;;;Sonstiges (Schulen, öffentl. Einrichtungen, …);Wien;Petra Freilinger ;;;;;ja;ja;;;1;48.170118;16.333628
Rösslergasse WHA;1230;Wien;Rösslergasse 1, Erlaaer Platz 2;;;Freibad;Wien;Ernst Schügerl;;;;;ja;ja;;Hr. Puschkaritz 0650/ 5913242;1;48.147463;16.310184
WEG Franz Parsche Gasse 12-16p.A. Wien Süd eGenmbH;1230;Wien;Untere Aquäduktgasse 7;;;Sonstiges (Schulen, öffentl. Einrichtungen, …);Wien;Ernst Schügerl;;;;;ja;ja;;;1;48.1360883;16.2730227
WEG Johann Sebastian Bach Gasse 17pA: Wien Süd eGenmbHObjekt: Green Village, J.S. Bachgasse, 7000 Eisenstadt;1230;Wien;Untere Aquäduktgasse 7;;;Sonstiges (Schulen, öffentl. Einrichtungen, …);Wien;Ernst Schügerl;;;;;ja;ja;;;1;48.1360883;16.2730227
WEG Mittelfeldweg 2-42ac/o Wien Süd eGenmbH;1230;Wien;Untere Aquäduktgasse 7;;;Sonstiges (Schulen, öffentl. Einrichtungen, …);Wien;Ernst Schügerl;;;;;ja;ja;;;1;48.1360883;16.2730227
WEG Rösslergasse 4a-Cp.A. Gemeinnützige Bau- u, Wohnungsgen.Wien Süd eGenmbH;1230;Wien;Untere Aquäduktgasse 7;;;Sonstiges (Schulen, öffentl. Einrichtungen, …);Wien;Ernst Schügerl;;;;;ja;ja;;;1;48.1360883;16.2730227
WEG Simmeringer Hauptstraße 101-103p:A. Bau- und Wohnungsgen. Wien-Süd eGenmbH;1230;Wien;Untere Aquäduktgasse 7;;;Sonstiges (Schulen, öffentl. Einrichtungen, …);Wien;Ernst Schügerl;;;;;ja;ja;;;1;48.1360883;16.2730227
WEG Zelda Kaplan Weg 5p.A. Wien Süd eGenmbH;1230;Wien;Untere Aquäduktgasse 7;;;Sonstiges (Schulen, öffentl. Einrichtungen, …);Wien;Ernst Schügerl;;;;;ja;ja;;;1;48.1360883;16.2730227
Wiener Flur WHA;1230;Wien;Porschestraße 17-19;;;Hallenbad;Wien;Ernst Schügerl;;;;;ja;ja;;Hr. Steininger 069916069526;1;48.1314808;16.3104816
Wien-SüdProjektmanagement GmbH;1230;Wien;Untere Aquäduktgasse 7;;;Sonstiges (Schulen, öffentl. Einrichtungen, …);Wien;Ernst Schügerl;;;;;ja;ja;;;1;48.1360883;16.2730227
Alt-Erlaa;1232;Wien;Anton Baumgartner-Str. 44;nicht auffindbar;;Freibad ;Wien;Ernst Schügerl;;;;;ja;ja;;Hr. Lager 01/66726150;1;48.15123055;16.312205020990177
Freibad & Erholungszentrum Stockerau;2000;Stockerau    ;Weg zum Hallenbad 1;;;Frei- & Hallenbad;Niederösterreich;Gerald Jagschitz;;;;;ja;ja;;;1;48.3943519;16.2190444
Erlebnisfreibad Hollabrunn;2020;Hollabrunn    ;Badhausgasse 17;;;Freibad;Niederösterreich;Alexander Plöchl;;;;;ja;ja;;;1;48.56089605;16.074561366478097
Parkbad Haugsdorf;2054;Haugsdorf    ;Am Mühlgraben 4;;;Freibad;Niederösterreich;Alexander Plöchl;;;;;ja;ja;;;1;48.7101689;16.07656217425795
Sonderschulgemeinde Korneuburg;2100;Korneuburg;Hauptplatz 39;;;Sonstiges (Schulen, öffentl. Einrichtungen, …);Niederösterreich;Ernst Schügerl;;;;;ja;ja;;;1;48.343963200000005;16.33358388168846
Florian Berndl Bad;2102;Bisamberg    ;Gustl-Schmidt-Allee 1;;https://berndl-bad.at/;Frei- & Hallenbad;Niederösterreich;Ernst Schügerl;;;;;ja;ja;;;1;48.3352741;16.345233757984268
Hotel Am Sachsengang Betriebs GmbHThermenhotel Vier Jahreszeiten;2102;Hagenbrunn;Hauptstrasse 20;;;Hotelanlage;Niederösterreich;noch keine Zuordnung;;;;;ja;ja;;;1;48.333328;16.405594
Stadtgemeinde Wolkersdorfim Weinviertel;2120;Wolkersdorf;Hauptstraße 28;;;Freibad;Niederösterreich;Gerald Jagschitz;;;;;ja;ja;;;1;48.383159;16.517828
Freibad Kreuzstetten;2124;Niederkreuzstetten    ;Badgasse 16;;;Freibad;Niederösterreich;Gerald Jagschitz;;;;;ja;ja;;;1;48.482289;16.4782664
Weinlandbad;2130;Mistelbach    ;Mitschastraße 46;;;Freibad;Niederösterreich;Gerald Jagschitz;;;;;ja;ja;;;1;48.56275235;16.576317080387035
Therme Laa;2136;Laa an der Thaya;Thermenplatz 1;;https://www.therme-laa.at/;Hotelanlage;Niederösterreich;Gerald Jagschitz;;;;;ja;ja;02522 84700733;;1;48.7235273;16.39380778066706
Therme Laa – Hotel & Silent Spa;2136;Laa an der Thaya ;Thermenplatz 3;;https://www.therme-laa.at/;Therme;Niederösterreich;Gerald Jagschitz;;;;;ja;ja;;;1;48.7230209;16.392105859701203
Neue NÖ Mittelschule Poysdorf;2170;Poysdorf    ;Hindenburgstraße 34;;;Sonstiges (Schulen, öffentl. Einrichtungen, …);Niederösterreich;Gerald Jagschitz;;;;;ja;ja;;;1;48.6650501;16.6329624
Danilo Ditmajer s.p.Montaza in vzdrzevanje energetskih naprav;2229;Malecnik;Celestrina 12L;;;Sonstiges (Schulen, öffentl. Einrichtungen, …);;Martin Schwab;;;;;ja;ja;;;1;46.556845;15.715594
Regionalbad Gänserndorf;2230;Gänserndorf    ;Bahnstraße 5;;;Hallenbad;Niederösterreich;Gerald Jagschitz;;;;;ja;ja;;;1;48.34211555;16.721333900000005
Parkbad Schönkirchen-Reyersdorf;2241;Schönkirchen-Reyersdorf    ;Schulstraße 2;;;Freibad;Niederösterreich;Gerald Jagschitz;;;;;ja;ja;;;1;48.3662227;16.6969841
Wellness und Erlebnisbad Rabensburg;2274;Rabensburg    ;Mühlgasse 100;;;Freibad;Niederösterreich;Gerald Jagschitz;;;;;ja;ja;;;1;48.6516692;16.9042106
Freibad Rutzendorf;2301;Groß Enzersdorf;Ortsstraße 36;;;Freibad;Niederösterreich;Gerald Jagschitz;;;;;ja;ja;;;1;48.2056138;16.628628858139535
Freizeitzentrum Schwechat;2320;Schwechat    ;Plankenwehrstraße 11-13;;;Freibad;Niederösterreich;Ernst Schügerl;;;;;ja;ja;;;1;48.14132849997907;16.47377059028592
Sonderschulgemeinde Schwechat;2320;Schwechat    ;Rathausplatz 9;;;Sonstiges (Schulen, öffentl. Einrichtungen, …);Niederösterreich;Ernst Schügerl;;;;;ja;ja;;;1;48.1399512;16.47561120835433
Stadtgemeinde SchwechatAbt. GB3/GG1;2320;Schwechat    ;Rathausplatz 9;;;Sonstiges (Schulen, öffentl. Einrichtungen, …);Niederösterreich;Ernst Schügerl;;;;;ja;ja;;;1;48.1399512;16.47561120835433
Stadtgemeinde SchwechatGB2 - Wasserwerk;2320;Schwechat    ;Rathausplatz 9;;;Sonstiges (Schulen, öffentl. Einrichtungen, …);Niederösterreich;Ernst Schügerl;;;;;ja;ja;;;1;48.1399512;16.47561120835433
Stadtgemiende SchwechatAbteilung 4;2320;Schwechat    ;Rathausplatz 9;;;Sonstiges (Schulen, öffentl. Einrichtungen, …);Niederösterreich;Ernst Schügerl;;;;;ja;ja;;;1;48.1399512;16.47561120835433
Waldbad Himberg;2325;Himberg    ;Im Wäldchen 1;;;Freibad;Niederösterreich;Gerald Jagschitz;;;;;ja;ja;;;1;48.0801348;16.4329073
Ziegler Christian Gesellschaft m.b.H.;2326;Maria Lanzendorf;Paul Hasenöhrl-Platz 2;;;Sonstiges (Schulen, öffentl. Einrichtungen, …);;Ernst Schügerl;;;;;ja;ja;;;1;48.100346;16.422671
BMTC Brühl Mödlinger Tennis Club;2340;Mödling;Liechtensteinstraße 13;;;Sonstiges (Schulen, öffentl. Einrichtungen, …);Niederösterreich;Ernst Schügerl;;;;;ja;ja;;;1;48.0841918;16.261196065858833
Stadtbad Mödling;2340;Mödling;Badstraße 25;;;Frei- & Hallenbad;Niederösterreich;Ernst Schügerl;;;;;ja;ja;;;1;48.0812366;16.287710727016645
Admira WackerProfibetrieb GMBH;2344;Maria Enzersdorf;Johann Steinböckstr. 5b;;;Sonstiges (Schulen, öffentl. Einrichtungen, …);Niederösterreich;Ernst Schügerl;;;;;ja;ja;;;1;48.096894297708644;16.31035023761568
BSFZ Südstadt;2344;Maria Enzersdorf;Liese Prokop-Platz 1;;https://suedstadt.bsfz.at/;Sonstiges (Schulen, öffentl. Einrichtungen, …);Niederösterreich;Gerald Jagschitz;;;;;ja;ja;;;1;48.099106;16.312801
Holmes Place Wien GmbH;2344;Maria Enzersdorf;Wehlistrasse 66, 5. OG;;;Sonstiges (Schulen, öffentl. Einrichtungen, …);Niederösterreich;Ernst Schügerl;;;;;ja;ja;;;1;48.097241;16.277438
GOLF & COUNTRY CLUB BRUNNBetriebsgmbH;2345;Brunn am Gebirge;Rennweg 50;;;Sonstiges (Schulen, öffentl. Einrichtungen, …);Niederösterreich;Ernst Schügerl;;;;;ja;ja;;;1;48.10431615;16.303966357924523
Marktgemeinde Brunn am Gebirge;2345;Brunn am Gebirge;Franz Anderle Platz 1;;;Sonstiges (Schulen, öffentl. Einrichtungen, …);Niederösterreich;Gerald Jagschitz;;;;;ja;ja;;;1;48.1073614;16.2833628
Freibad Gumpoldskirchen;2352;Gumpoldskirchen    ;Friedrich-Schiller-Straße 11;;;Freibad;Niederösterreich;Ernst Schügerl;;;;;ja;ja;;;1;48.046179;16.281192
Klosterbad;2362;Biedermannsdorf;Josef Bauer-Straße 43;;;Freibad;Niederösterreich;Ernst Schügerl;;;;;ja;ja;;;1;48.0843687;16.3464225
OptimaMed Rehabilitationszentrum Perchtoldsdorf GmbH;2380;Perchtoldsdorf    ;Sonnbergstraße 93;;;Sonstiges (Schulen, öffentl. Einrichtungen, …);Niederösterreich;Gerald Jagschitz;;;;;ja;ja;;;1;48.128714;16.2565266
PVA;2381;Laab im Walde;Tiergartenstraße 3C;;https://www.rz-laabimwalde.at/de/home/;Sonstiges (Schulen, öffentl. Einrichtungen, …);Niederösterreich;Gerald Jagschitz;;;;;ja;ja;;;1;48.157155849999995;16.178346184278787
Bergbad Hainburg;2410;Hainburg an der Donau ;Braunsbergstraße 3;;;Freibad;Niederösterreich;Gerald Jagschitz;;;;;ja;ja;;;1;48.15086557326860;16.948229878290600
Europa-Hauptschule Schwadorf;2432;Schwadorf;obere Umfahrungsstraße 16;;https://www.emsschwadorf.at/;Sonstiges (Schulen, öffentl. Einrichtungen, …);Niederösterreich;Gerald Jagschitz;;;;;ja;ja;;;1;48.070602;16.579465
Hallenbad Schwadorf;2432;Schwadorf;Obere Umfahrungsstraße 16;;;Hallenbad;Niederösterreich;Gerald Jagschitz;;;;;ja;ja;;;1;48.0708607;16.579295776666363
Freibad Ebergassing;2435;Ebergassing;Badgasse 2;;;Freibad;Niederösterreich;Gerald Jagschitz;;;;;ja;ja;;;1;48.043636792720974;16.520118191116474
Marktgemeinde Seibersdorf;2443;Deutsch-Brodersdorf;Obere Hauptstraße 8;;;Freibad;Niederösterreich;Gerald Jagschitz;;;;;ja;ja;;;1;47.9393164;16.4763205
Freibad Seibersdorf;2444;Seibersdorf;Unterzeile 6;;;Freibad;Niederösterreich;Gerald Jagschitz;;;;;ja;ja;;;1;47.96233985;16.518320198945474
ThermalSportbad Mannersdorf am Leithagebirge;2452;Mannersdorf am Leithagebirge  ;Mühlgasse;;;Freibad;Niederösterreich;Gerald Jagschitz;;;;;ja;ja;;;1;47.97214541340806;16.602394319955266
Parkbad Bruck an der Leitha;2460;Bruck an der Leitha ;Parkbadstraße 5;;;Freibad;Niederösterreich;Ernst Schügerl;;;;;ja;ja;;;1;48.0281236;16.7956776
Erlebnisbad Prellenkirchen;2472;Prellenkirchen;Neustiftgasse 38;;;Freibad;Niederösterreich;Gerald Jagschitz;;;;;ja;ja;;;1;48.076647;16.943171
Klinikum Austria Gesundheitsgruppe GmbH Klinikum am Kurpark Baden;2500;Baden    ;Renngasse 2;;;Sonstiges (Schulen, öffentl. Einrichtungen, …);Niederösterreich;Ernst Schügerl;ja;;;;ja;ja;;;1;48.0091272;16.2333555
KurhausBadener KurbetriebsgesmbH;2500;Baden    ;Pelzgasse 30;;;Hotelanlage;Niederösterreich;Ernst Schügerl;;;;;ja;ja;;;1;48.0091384;16.228600992912465
Österreichische GesundheitskasseMein Peterhof Baden;2500;Baden    ;Sauerhofstrasse 9-15;;;Sonstiges (Schulen, öffentl. Einrichtungen, …);Niederösterreich;Ernst Schügerl;;;;;ja;ja;;;1;48.004362;16.22912576571093
Pädagogische Hochschule Baden;2500;Baden;Mühlgasse 67;;https://www.ph-noe.ac.at/de/;Sonstiges (Schulen, öffentl. Einrichtungen, …);Niederösterreich;Ernst Schügerl;;;;;ja;ja;;;1;48.0095418;16.25540710953925
Pädagogische Hochschule Niederösterreich;2500;Baden    ;Mühlgasse 67;;;Sonstiges (Schulen, öffentl. Einrichtungen, …);Niederösterreich;Ernst Schügerl;;;;;ja;ja;;;1;48.0095418;16.25540710953925
Rehabilitationszentrum Engelsbad;2500;Baden;Weilburgstraße 7-9;;https://www.rz-engelsbad.at/cdscontent/?contentid=10007.857343&portal=bvaebengelsbadportal;Sonstiges (Schulen, öffentl. Einrichtungen, …);Niederösterreich;Ernst Schügerl;;;;;ja;ja;;;1;48.0051596;16.229864470348836
Römertherme Baden;2500;Baden    ;Brusattiplatz 4;vorübergehend geschlossen;https://www.roemertherme.at/;Therme;Niederösterreich;Ernst Schügerl;;;;;ja;ja;;;1;48.0085244;16.229862475412894
Stadtgärten Baden;2500;Baden    ;Kurpark 5;;;Sonstiges (Schulen, öffentl. Einrichtungen, …);Niederösterreich;Ernst Schügerl;;;;;ja;ja;;;1;48.005206;16.240786
Stadtgemeinde BadenJugend- u. Sportreferat;2500;Baden    ;Waltersdorfer Straße 40;;;Sonstiges (Schulen, öffentl. Einrichtungen, …);Niederösterreich;Ernst Schügerl;;;;;ja;ja;;;1;47.9987898;16.2555519
Thermalstrandbad Baden;2500;Baden    ;Helenenstraße 19 - 21;;;Freibad;Niederösterreich;Ernst Schügerl;;;;;ja;ja;;;1;48.0061638;16.2212142
Versicherungsanstalt öffentlich Bediensteter,Eisenbahnen und Bergbau (BVAEB)Rehabilitationszentraum Engelsbad;2500;Baden    ;Weilburgstraße 7-9;;;Sonstiges (Schulen, öffentl. Einrichtungen, …);Niederösterreich;Ernst Schügerl;;;;;ja;ja;;;1;48.0051596;16.229864470348836
R-SKA Baden Betriebs GmbH;2501;Baden;Adolfine-Malcher-Gasse 1;;https://www.klinikum-malcherhof.at/de/impressum;Sonstiges (Schulen, öffentl. Einrichtungen, …);Niederösterreich;Ernst Schügerl;;;;;ja;ja;;;1;48.01107125;16.240351488674158
Fontana Sportveranstaltungs GmbH;2522;Oberwaltersdorf    ;Fontana Allee 1;;;Sonstiges (Schulen, öffentl. Einrichtungen, …);Niederösterreich;Ernst Schügerl;;;;;ja;ja;;;1;47.977754399999995;16.309010145548015
PensionsversicherungsanstaltSonderkrankenanstalt-Rehabilitationszentrum Alland;2534;Alland;Alland 146;;;Sonstiges (Schulen, öffentl. Einrichtungen, …);Niederösterreich;Gerald Jagschitz;;;;;ja;ja;;;1;48.051711;16.051869
Reha Zentrum Alland;2534;Alland;Alland 146;;;Sonstiges (Schulen, öffentl. Einrichtungen, …);Niederösterreich;Gerald Jagschitz;;;;;ja;ja;;;1;48.051711;16.051869
Kurzentrum Bad Vöslau;2540;Bad Vöslau;Badner Straße 7-9;;;Sonstiges (Schulen, öffentl. Einrichtungen, …);Niederösterreich;Ernst Schügerl;;;;;ja;ja;;;1;47.9690229;16.211375294108013
Thermalbad Bad Vöslau;2540;Bad Vöslau   ;Maital 2;;https://www.thermalbad-voeslau.at/;Therme;Niederösterreich;Ernst Schügerl;;;;;ja;ja;;;1;47.9670917;16.2127023
Marktgemeinde Leobersdorf /erlebnisbad;2544;Leobersdorf    ;Rathausplatz 1;;;Freibad;Niederösterreich;Ernst Schügerl;;;;;ja;ja;;;1;47.92796155;16.21726062073739
Wellnessoase Leobersdorf;2544;Leobersdorf    ;Obere Grabengasse 18;;https://www.wellnessoase.co.at/;Sonstiges (Schulen, öffentl. Einrichtungen, …);Niederösterreich;Ernst Schügerl;;;;;ja;ja;;;1;47.9320395;16.210762683170657
